anomaly_id,date,kpi,layer4_priority_flag,urgency_label,delivery_channel,audience,recipient,alert_subject,message_id,sent_at,delivery_status,delivery_note
ANO-20241129-REV,2024-11-29,total_revenue_usd,ESCALATE,Immediate,Slack + Email,"Executive, Operations",exec-team-dl@company.com; ops-team-dl@company.com,[ESCALATE] Total Revenue (USD) UP +223.8% — Priority #1 | 2024-11-29,MSG-ESC-0001,2024-11-29 09:30:00,SENT,Sent to Slack #kpi-alerts and exec-team-dl@company.com. Priority #1. Sent at 2024-11-29 09:30.
ANO-20250130-ROAS,2025-01-30,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS UP +47.8% — Priority #74 | 2025-01-30,MSG-INV-0059,2025-01-31 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-01-31 at 08:00.
ANO-20240417-ROAS,2024-04-17,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -46.2% — Priority #75 | 2024-04-17,MSG-INV-0060,2024-04-18 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-04-18 at 08:00.
ANO-20250202-ROAS,2025-02-02,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS UP +45.5% — Priority #76 | 2025-02-02,MSG-INV-0061,2025-02-03 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-02-03 at 08:00.
ANO-20241202-ROAS,2024-12-02,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS UP +45.0% — Priority #77 | 2024-12-02,MSG-INV-0062,2024-12-03 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-12-03 at 08:00.
ANO-20240622-ROAS,2024-06-22,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -41.3% — Priority #78 | 2024-06-22,MSG-INV-0063,2024-06-24 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-24 at 08:00.
ANO-20250131-CVR,2025-01-31,conversion_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Conversion Rate UP +7.9% — Priority #79 | 2025-01-31,MSG-INV-0064,2025-02-03 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-02-03 at 08:00.
ANO-20240619-ROAS,2024-06-19,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS UP +23.8% — Priority #80 | 2024-06-19,MSG-INV-0065,2024-06-20 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-20 at 08:00.
ANO-20240821-ROAS,2024-08-21,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS UP +22.5% — Priority #81 | 2024-08-21,MSG-INV-0066,2024-08-22 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-08-22 at 08:00.
ANO-20251128-AOV,2025-11-28,avg_order_value_usd,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. Order Value (USD) UP +173.6% — Priority #82 | 2025-11-28,MSG-INV-0067,2025-12-01 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-12-01 at 08:00.
ANO-20241129-AOV,2024-11-29,avg_order_value_usd,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. Order Value (USD) UP +159.2% — Priority #83 | 2024-11-29,MSG-INV-0068,2024-12-02 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-12-02 at 08:00.
ANO-20240723-ORD,2024-07-23,n_orders,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Order Volume UP +1.9% — Priority #84 | 2024-07-23,MSG-INV-0069,2024-07-24 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-07-24 at 08:00.
ANO-20241214-ROAS,2024-12-14,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,[SUPPRESSED] Avg. ROAS DOWN -20.1% — External: competitive_pressure | 2024-12-14,MSG-SUP-0001,2024-12-14 09:00:00,SUPPRESSED,Logged to audit log only. No notification sent. External driver: competitive_pressure. Suppressed: competitive_pressure (actionability=0.45)
ANO-20241202-AOV,2024-12-02,avg_order_value_usd,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. Order Value (USD) UP +38.7% — Priority #86 | 2024-12-02,MSG-INV-0070,2024-12-03 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-12-03 at 08:00.
ANO-20250204-ROAS,2025-02-04,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,[SUPPRESSED] Avg. ROAS DOWN -66.4% — External: competitive_pressure | 2025-02-04,MSG-SUP-0002,2025-02-04 09:00:00,SUPPRESSED,Logged to audit log only. No notification sent. External driver: competitive_pressure. Suppressed: competitive_pressure (actionability=0.45)
ANO-20250128-ROAS,2025-01-28,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,[SUPPRESSED] Avg. ROAS DOWN -64.7% — External: competitive_pressure | 2025-01-28,MSG-SUP-0003,2025-01-28 09:00:00,SUPPRESSED,Logged to audit log only. No notification sent. External driver: competitive_pressure. Suppressed: competitive_pressure (actionability=0.45)
ANO-20241216-ROAS,2024-12-16,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,[SUPPRESSED] Avg. ROAS DOWN -53.8% — External: competitive_pressure | 2024-12-16,MSG-SUP-0004,2024-12-16 09:00:00,SUPPRESSED,Logged to audit log only. No notification sent. External driver: competitive_pressure. Suppressed: competitive_pressure (actionability=0.45)
ANO-20250201-ROAS,2025-02-01,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,[SUPPRESSED] Avg. ROAS DOWN -40.5% — External: competitive_pressure | 2025-02-01,MSG-SUP-0005,2025-02-01 09:00:00,SUPPRESSED,Logged to audit log only. No notification sent. External driver: competitive_pressure. Suppressed: competitive_pressure (actionability=0.45)
ANO-20250204-BNC,2025-02-04,bounce_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Bounce Rate UP +20.7% — Priority #91 | 2025-02-04,MSG-INV-0071,2025-02-05 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-02-05 at 08:00.
ANO-20240618-ROAS,2024-06-18,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,[SUPPRESSED] Avg. ROAS DOWN -35.2% — External: competitive_pressure | 2024-06-18,MSG-SUP-0006,2024-06-18 09:00:00,SUPPRESSED,Logged to audit log only. No notification sent. External driver: competitive_pressure. Suppressed: competitive_pressure (actionability=0.45)
ANO-20241105-SES,2024-11-05,sessions,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Website Sessions UP +250.1% — Priority #93 | 2024-11-05,MSG-MON-0001,2024-11-11 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-11-11 at 09:00.
ANO-20250917-SES,2025-09-17,sessions,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Website Sessions UP +234.8% — Priority #94 | 2025-09-17,MSG-MON-0002,2025-09-22 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-22 at 09:00.
ANO-20240626-BNC,2024-06-26,bounce_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Bounce Rate UP +12.9% — Priority #95 | 2024-06-26,MSG-INV-0072,2024-06-27 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-27 at 08:00.
ANO-20240618-AOV,2024-06-18,avg_order_value_usd,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. Order Value (USD) UP +5.2% — Priority #96 | 2024-06-18,MSG-INV-0073,2024-06-19 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-19 at 08:00.
ANO-20250127-BNC,2025-01-27,bounce_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Bounce Rate UP +11.0% — Priority #97 | 2025-01-27,MSG-INV-0074,2025-01-28 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-01-28 at 08:00.
ANO-20240710-BNC,2024-07-10,bounce_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Bounce Rate DOWN -10.5% — Priority #98 | 2024-07-10,MSG-INV-0075,2024-07-11 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-07-11 at 08:00.
ANO-20241105-BNC,2024-11-05,bounce_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Bounce Rate UP +7.5% — Priority #99 | 2024-11-05,MSG-INV-0076,2024-11-06 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-11-06 at 08:00.
ANO-20240723-AOV,2024-07-23,avg_order_value_usd,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. Order Value (USD) UP +2.2% — Priority #100 | 2024-07-23,MSG-INV-0077,2024-07-24 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-07-24 at 08:00.
ANO-20250127-CLK,2025-01-27,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +89.1% — Priority #101 | 2025-01-27,MSG-MON-0003,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20240723-CLK,2024-07-23,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -69.3% — Priority #102 | 2024-07-23,MSG-MON-0004,2024-07-29 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-07-29 at 09:00.
ANO-20251128-CLK,2025-11-28,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -63.8% — Priority #103 | 2025-11-28,MSG-MON-0005,2025-12-01 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-12-01 at 09:00.
ANO-20250131-CLK,2025-01-31,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +62.6% — Priority #104 | 2025-01-31,MSG-MON-0006,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20241214-CLK,2024-12-14,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +58.4% — Priority #105 | 2024-12-14,MSG-MON-0007,2024-12-16 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-16 at 09:00.
ANO-20240626-CLK,2024-06-26,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -66.8% — Priority #106 | 2024-06-26,MSG-MON-0008,2024-07-01 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-07-01 at 09:00.
ANO-20241202-CLK,2024-12-02,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +45.9% — Priority #107 | 2024-12-02,MSG-MON-0009,2024-12-09 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-09 at 09:00.
ANO-20240626-INV,2024-06-26,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP +409.1% — Priority #108 | 2024-06-26,MSG-MON-0010,2024-07-01 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-07-01 at 09:00.
ANO-20241129-CLK,2024-11-29,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +47.9% — Priority #109 | 2024-11-29,MSG-MON-0011,2024-12-02 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-02 at 09:00.
ANO-20240618-SES,2024-06-18,sessions,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Website Sessions DOWN -60.6% — Priority #110 | 2024-06-18,MSG-MON-0012,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240619-CLK,2024-06-19,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +42.3% — Priority #111 | 2024-06-19,MSG-MON-0013,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240621-CLK,2024-06-21,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -51.4% — Priority #112 | 2024-06-21,MSG-MON-0014,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240622-CLK,2024-06-22,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -38.8% — Priority #113 | 2024-06-22,MSG-MON-0015,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240711-CLK,2024-07-11,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +32.5% — Priority #114 | 2024-07-11,MSG-MON-0016,2024-07-15 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-07-15 at 09:00.
ANO-20250128-CLK,2025-01-28,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -39.5% — Priority #115 | 2025-01-28,MSG-MON-0017,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20250126-CLK,2025-01-26,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -39.5% — Priority #116 | 2025-01-26,MSG-MON-0018,2025-01-27 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-01-27 at 09:00.
ANO-20241214-INV,2024-12-14,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP +239.1% — Priority #117 | 2024-12-14,MSG-MON-0019,2024-12-16 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-16 at 09:00.
ANO-20250924-CLK,2025-09-24,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +23.4% — Priority #118 | 2025-09-24,MSG-MON-0020,2025-09-29 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-29 at 09:00.
ANO-20241105-CLK,2024-11-05,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -36.3% — Priority #119 | 2024-11-05,MSG-MON-0021,2024-11-11 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-11-11 at 09:00.
ANO-20240620-SES,2024-06-20,sessions,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Website Sessions UP +26.9% — Priority #120 | 2024-06-20,MSG-MON-0022,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240710-INV,2024-07-10,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +152.8% — Priority #121 | 2024-07-10,MSG-MON-0023,2024-07-15 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-07-15 at 09:00.
ANO-20240619-STK,2024-06-19,n_stockouts,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Stockout Count UP +600.0% — Priority #122 | 2024-06-19,MSG-INV-0078,2024-06-20 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-20 at 08:00.
ANO-20240620-CLK,2024-06-20,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -15.9% — Priority #123 | 2024-06-20,MSG-MON-0024,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20250201-CLK,2025-02-01,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +14.7% — Priority #124 | 2025-02-01,MSG-MON-0025,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20240622-INV,2024-06-22,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP -113.7% — Priority #125 | 2024-06-22,MSG-MON-0026,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20250525-INV,2025-05-25,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +106.7% — Priority #126 | 2025-05-25,MSG-MON-0027,2025-05-26 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-05-26 at 09:00.
ANO-20240821-INV,2024-08-21,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP +104.6% — Priority #127 | 2024-08-21,MSG-MON-0028,2024-08-26 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-08-26 at 09:00.
ANO-20241129-INV,2024-11-29,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN -96.3% — Priority #128 | 2024-11-29,MSG-MON-0029,2024-12-02 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-02 at 09:00.
ANO-20240619-INV,2024-06-19,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +91.8% — Priority #129 | 2024-06-19,MSG-MON-0030,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240820-INV,2024-08-20,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP +84.2% — Priority #130 | 2024-08-20,MSG-MON-0031,2024-08-26 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-08-26 at 09:00.
ANO-20250127-INV,2025-01-27,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +80.4% — Priority #131 | 2025-01-27,MSG-MON-0032,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20240417-SES,2024-04-17,sessions,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Website Sessions UP +11.2% — Priority #132 | 2024-04-17,MSG-MON-0033,2024-04-22 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-04-22 at 09:00.
ANO-20240417-CLK,2024-04-17,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +13.1% — Priority #133 | 2024-04-17,MSG-MON-0034,2024-04-22 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-04-22 at 09:00.
ANO-20250114-RET,2025-01-14,return_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Return Rate DOWN -2.2% — Priority #134 | 2025-01-14,MSG-INV-0079,2025-01-15 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-01-15 at 08:00.
ANO-20250130-CLK,2025-01-30,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -11.8% — Priority #135 | 2025-01-30,MSG-MON-0035,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20240618-INV,2024-06-18,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +70.6% — Priority #136 | 2024-06-18,MSG-MON-0036,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20241214-SES,2024-12-14,sessions,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Website Sessions UP +9.6% — Priority #137 | 2024-12-14,MSG-MON-0037,2024-12-16 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-16 at 09:00.
ANO-20240620-RET,2024-06-20,return_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Return Rate DOWN -1.9% — Priority #138 | 2024-06-20,MSG-INV-0080,2024-06-21 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-21 at 08:00.
ANO-20250204-INV,2025-02-04,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP -60.3% — Priority #139 | 2025-02-04,MSG-MON-0038,2025-02-10 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-10 at 09:00.
ANO-20250126-INV,2025-01-26,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +53.5% — Priority #140 | 2025-01-26,MSG-MON-0039,2025-01-27 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-01-27 at 09:00.
ANO-20250925-CLK,2025-09-25,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +5.9% — Priority #141 | 2025-09-25,MSG-MON-0040,2025-09-29 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-29 at 09:00.
ANO-20241202-INV,2024-12-02,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN -51.3% — Priority #142 | 2024-12-02,MSG-MON-0041,2024-12-09 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-09 at 09:00.
ANO-20240620-INV,2024-06-20,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +48.0% — Priority #143 | 2024-06-20,MSG-MON-0042,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240711-INV,2024-07-11,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +47.8% — Priority #144 | 2024-07-11,MSG-MON-0043,2024-07-15 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-07-15 at 09:00.
ANO-20240820-SES,2024-08-20,sessions,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Website Sessions UP +6.2% — Priority #145 | 2024-08-20,MSG-MON-0044,2024-08-26 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-08-26 at 09:00.
ANO-20250201-INV,2025-02-01,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP -39.3% — Priority #146 | 2025-02-01,MSG-MON-0045,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20250131-INV,2025-01-31,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP -38.7% — Priority #147 | 2025-01-31,MSG-MON-0046,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20250114-INV,2025-01-14,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP +32.5% — Priority #148 | 2025-01-14,MSG-MON-0047,2025-01-20 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-01-20 at 09:00.
ANO-20240417-INV,2024-04-17,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP +29.1% — Priority #149 | 2024-04-17,MSG-MON-0048,2024-04-22 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-04-22 at 09:00.
ANO-20250128-INV,2025-01-28,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +27.5% — Priority #150 | 2025-01-28,MSG-MON-0049,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20241105-INV,2024-11-05,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP +25.1% — Priority #151 | 2024-11-05,MSG-MON-0050,2024-11-11 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-11-11 at 09:00.
